node1+0,1650356334.954828,1650356335.4654744,57338
node7+0,1650356335.005951,1650356335.4694662,57338
node8+0,1650356334.954245,1650356335.825773,93471
node1+2,1650356335.057303,1650356335.8288586,93471
node4+0,1650356335.0575206,1650356336.1348865,125159
node8+2,1650356335.0051584,1650356336.1395552,125159
node7+3,1650356335.158648,1650356336.1460462,125159
node6+0,1650356335.108597,1650356336.152653,125159
node1+4,1650356335.1595883,1650356336.160099,125159
node5+0,1650356335.2106645,1650356336.1660483,125159
node6+2,1650356335.2096758,1650356336.171644,125159
node3+0,1650356335.2616754,1650356336.1783097,125159
node4+3,1650356335.2098694,1650356336.18537,125159
node2+0,1650356335.1600256,1650356336.1943,125159
node5+2,1650356335.311713,1650356336.2053502,125159
node3+2,1650356335.3632052,1650356336.2636802,134280
node8+6,1650356335.087891,1650356336.321286,138571
node4+5,1650356335.3112097,1650356336.328051,138571
node6+4,1650356335.3107703,1650356336.3363528,138571
node2+3,1650356335.311022,1650356336.3657434,141077
node7+8,1650356335.4136553,1650356336.4280171,147736
node2+5,1650356335.4128923,1650356336.5979989,167914
node6+7,1650356335.4636111,1650356336.8105905,194992
node8+9,1650356335.1589699,1650356336.8174684,196016
node1+11,1650356335.5217633,1650356336.8252382,196016
node6+9,1650356335.5647762,1650356336.8308814,196016
node4+9,1650356335.5147505,1650356336.8378172,196016
node3+10,1650356335.7735214,1650356337.0595765,226062
node5+13,1650356335.869396,1650356337.6150928,292383
node4+15,1650356335.8194294,1650356337.8252766,313434
node7+17,1650356335.881123,1650356337.833564,313434
node7+20,1650356336.0324824,1650356337.8404408,313434
node4+18,1650356335.9713476,1650356337.8472762,313434
node6+21,1650356336.206757,1650356337.8536766,313434
node7+23,1650356336.257907,1650356338.6775563,390756
node1+27,1650356336.4082189,1650356338.6833067,390756
node6+26,1650356336.4901767,1650356338.689721,390756
node5+23,1650356336.4396853,1650356339.3602438,461413
node4+25,1650356336.3594754,1650356339.3673882,461413
node1+29,1650356336.509138,1650356339.3741772,461413
node6+29,1650356336.6493502,1650356339.3821049,461413
node1+30,1650356336.5596707,1650356339.3916981,461413
node5+26,1650356336.5991726,1650356339.402523,461413
node2+26,1650356336.5409088,1650356339.415513,461413
node6+30,1650356336.7003314,1650356339.429898,461413
node7+31,1650356336.7017677,1650356340.0992098,533610
node3+28,1650356336.7342722,1650356340.1060007,533610
node5+29,1650356336.7539449,1650356340.112596,533610
node6+31,1650356336.751169,1650356340.1193962,533610
node3+29,1650356336.7855036,1650356340.2323337,546917
node2+28,1650356336.650177,1650356340.2417731,546917
node8+33,1650356336.0962594,1650356340.2519963,546917
node5+30,1650356336.8908498,1650356340.2614193,546917
node5+32,1650356336.9424763,1650356340.2703288,546917
node8+34,1650356336.1470327,1650356340.2787192,546917
node6+33,1650356336.853062,1650356340.2878046,546917
node7+34,1650356336.8905833,1650356340.298353,546917
node4+33,1650356336.7854123,1650356340.3080313,546917
node1+36,1650356336.8910112,1650356340.3175528,546917
node7+36,1650356336.9939537,1650356340.3326187,546917
node5+34,1650356337.0440967,1650356340.3535955,546917
node6+35,1650356336.953971,1650356340.3707745,546917
node3+33,1650356336.9925787,1650356340.39381,546917
node4+35,1650356336.8907769,1650356340.4146245,546917
node2+33,1650356336.9410589,1650356340.4308517,546917
node5+35,1650356337.0955534,1650356340.4461524,546917
node2+35,1650356337.0435753,1650356340.4573095,546917
node3+34,1650356337.0439556,1650356340.468252,546917
node7+40,1650356337.198955,1650356340.478369,546917
node4+39,1650356337.0975084,1650356340.4873118,546917
node6+40,1650356337.21218,1650356340.4954147,546917
node8+41,1650356336.496812,1650356340.5028603,546917
node6+41,1650356337.2627478,1650356340.511237,546917
node3+38,1650356337.2469592,1650356340.5185688,546917
node2+38,1650356337.1973758,1650356340.5278544,546917
node5+39,1650356337.2990289,1650356340.538186,546917
node3+40,1650356337.3484657,1650356340.5508137,546917
node2+39,1650356337.248096,1650356340.5761395,546917
node6+43,1650356337.3643742,1650356340.6029851,546917
node2+40,1650356337.2991035,1650356340.680474,560121
node8+45,1650356336.5650704,1650356340.7053986,560121
node4+44,1650356337.3517718,1650356342.3517146,757477
node2+41,1650356337.3501143,1650356342.361953,757477
node7+46,1650356337.5050569,1650356342.3733513,757477
node6+45,1650356337.466346,1650356342.3848643,757477
node3+45,1650356337.6029947,1650356342.3937943,757477
node4+46,1650356337.454322,1650356342.4039228,757477
node5+43,1650356337.5042694,1650356342.411659,757477
node6+47,1650356337.5673935,1650356342.4215655,757477
node6+50,1650356337.7198005,1650356342.9542825,815567
node7+52,1650356337.8096511,1650356342.9616935,815567
node4+52,1650356337.7688034,1650356342.9704878,815567
node5+49,1650356337.8089068,1650356342.978462,815567
node8+54,1650356336.7725034,1650356342.9874325,815567
node4+56,1650356338.0083885,1650356342.9957013,815567
node2+52,1650356337.9087076,1650356343.0044322,815567
node8+57,1650356336.8319001,1650356343.0127237,815567
node1+57,1650356338.0079787,1650356343.0212774,815567
node3+61,1650356338.417364,1650356343.0302055,815567
node2+54,1650356338.0101376,1650356344.7726877,1000865
node7+61,1650356338.2678187,1650356344.7824998,1000865
node4+61,1650356338.2632148,1650356344.7915719,1000865
node3+63,1650356338.5195048,1650356344.7994475,1000865
node5+58,1650356338.2668552,1650356345.1658287,1039169
node6+68,1650356338.6907957,1650356345.1741233,1039169
node2+64,1650356338.5222206,1650356345.1823547,1039169
node3+68,1650356338.7948103,1650356345.1900272,1039169
node5+68,1650356338.7919118,1650356345.7107522,1093132
node3+72,1650356338.9980526,1650356346.0273793,1123652
node4+72,1650356338.8431888,1650356346.0371938,1123652
node2+69,1650356338.7948778,1650356346.3003893,1148488
node1+76,1650356338.995063,1650356346.3094616,1148488
node3+75,1650356339.150726,1650356346.5761602,1173772
node5+78,1650356339.3008325,1650356346.591431,1173772
node3+78,1650356339.3027864,1650356347.0579996,1222608
node6+82,1650356339.483331,1650356347.0677083,1222608
node2+77,1650356339.2024481,1650356347.0778782,1222608
node3+82,1650356339.5860913,1650356347.0871952,1222608
node4+82,1650356339.3532195,1650356347.0965161,1222608
node6+85,1650356339.6384578,1650356347.1044457,1222608
node7+86,1650356339.639131,1650356347.1119063,1222608
node7+90,1650356339.8441195,1650356347.5986993,1279422
node8+89,1650356337.5671015,1650356347.6137903,1279422
node1+91,1650356339.8384664,1650356347.8814049,1307067
node7+93,1650356339.9964724,1650356348.152462,1335060
node5+90,1650356339.9412148,1650356348.1644194,1335060
node3+90,1650356339.9918118,1650356348.175889,1335060
node6+92,1650356339.9945457,1650356348.1888652,1335060
node6+94,1650356340.121095,1650356348.4569185,1362866
node7+95,1650356340.12136,1650356348.4666545,1362866
node6+95,1650356340.1741347,1650356348.4755895,1362866
node4+92,1650356339.8945744,1650356348.4839137,1362866
node2+92,1650356340.0425382,1650356348.951446,1410515
node5+94,1650356340.1733081,1650356348.960562,1410515
node5+95,1650356340.6048057,1650356348.9721723,1410515
node8+97,1650356338.007054,1650356348.9838402,1410515
node4+96,1650356340.1212158,1650356348.9965303,1410515
node7+99,1650356340.7604012,1650356349.0087645,1410515
node3+97,1650356340.8136442,1650356349.0198941,1410515
node5+96,1650356340.6575663,1650356349.0304224,1410515
node6+98,1650356340.759627,1650356349.0429556,1410515
node3+98,1650356340.8659859,1650356349.0545611,1410515
node2+96,1650356340.657841,1650356349.067481,1410515
node7+101,1650356340.8642325,1650356349.7190864,1482129
