node1+0,1650356335.009555,1650356335.9267955,102158
node7+0,1650356334.958996,1650356336.1409187,128872
node8+0,1650356335.1123004,1650356336.1445282,128872
node1+2,1650356335.1125793,1650356336.1491354,128872
node4+0,1650356335.163988,1650356336.1535323,128872
node8+2,1650356335.1634305,1650356336.1605403,128872
node7+3,1650356335.2146668,1650356336.1653535,128872
node6+0,1650356335.0107758,1650356336.1698482,128872
node1+4,1650356335.214887,1650356336.1751657,128872
node5+0,1650356335.2147589,1650356336.180776,128872
node6+2,1650356335.112194,1650356336.1870642,128872
node3+0,1650356335.2650204,1650356336.1956844,128872
node4+3,1650356335.3167436,1650356336.2059498,128872
node2+0,1650356334.9585595,1650356336.2137504,128872
node5+2,1650356335.3166146,1650356336.271083,137127
node3+2,1650356335.3678463,1650356336.2788718,137127
node8+6,1650356335.3673143,1650356336.3382819,139584
node4+5,1650356335.4177477,1650356336.3430202,139584
node6+4,1650356335.213661,1650356336.348756,139584
node2+3,1650356335.0099669,1650356336.4110546,147669
node7+8,1650356335.4682374,1650356336.4193754,147669
node2+5,1650356335.0605683,1650356337.3467355,261447
node6+7,1650356335.3666248,1650356337.3542335,261447
node8+9,1650356335.569392,1650356337.616404,289342
node1+11,1650356335.5702693,1650356337.6224616,290366
node6+9,1650356335.4675045,1650356337.6297212,290366
node4+9,1650356335.620214,1650356337.635659,290366
node3+10,1650356335.7751756,1650356338.404816,370396
node5+13,1650356335.877097,1650356338.4109514,370396
node4+15,1650356335.9287841,1650356338.6268659,391921
node7+17,1650356335.9286873,1650356338.635212,391921
node7+20,1650356336.0871925,1650356339.1323156,440507
node4+18,1650356336.087294,1650356339.295508,455606
node6+21,1650356336.0863008,1650356339.4097044,465756
node7+23,1650356336.3502524,1650356339.4234517,465756
node1+27,1650356336.4512997,1650356339.4352102,465756
node6+26,1650356336.4014418,1650356339.4436831,465756
node5+23,1650356336.4503741,1650356339.4494,465756
node4+25,1650356336.5246367,1650356339.4555724,465756
node1+29,1650356336.5523875,1650356339.4628544,465756
node6+29,1650356336.5761588,1650356339.4697645,465756
