node1+0,1650355577.5774202,1650355578.3507776,86072
node6+0,1650355577.6793375,1650355578.7621412,131830
node8+0,1650355577.7311862,1650355578.7647436,131830
node1+2,1650355577.7831001,1650355578.7667584,131830
node2+0,1650355577.679538,1650355578.7690852,131830
node4+0,1650355577.6287358,1650355578.7712436,131830
node8+2,1650355577.8354192,1650355578.7740018,131830
node1+3,1650355577.835062,1650355578.7771857,131830
node6+3,1650355577.834343,1650355578.7820296,131830
node4+2,1650355577.7312956,1650355578.7852452,131830
node3+0,1650355577.8349948,1650355578.7891555,131830
node5+0,1650355577.885664,1650355578.7927287,131830
node8+4,1650355577.9408298,1650355578.7974403,131830
node7+0,1650355577.5768163,1650355578.8016067,131830
node5+2,1650355577.9883115,1650355580.069663,264423
node1+7,1650355578.0416632,1650355580.1066952,264423
node7+2,1650355577.6285152,1650355580.1220014,264423
node8+6,1650355578.0423765,1650355580.133878,264423
node2+7,1650355578.042619,1650355580.2412379,275630
node5+4,1650355578.0397317,1650355580.2471552,275630
node1+9,1650355578.144471,1650355580.2539227,275630
node8+10,1650355578.2473836,1650355580.2607102,275630
node7+5,1650355577.6794055,1650355580.5235276,301611
node6+10,1650355578.192213,1650355580.5320952,301611
node3+7,1650355578.1913137,1650355580.5393944,301611
node1+12,1650355578.299147,1650355580.652194,314374
node6+13,1650355578.343668,1650355580.6605473,314374
node8+13,1650355578.4033225,1650355580.788457,323089
node3+10,1650355578.3427765,1650355580.8061602,323089
node4+15,1650355578.4548626,1650355580.822762,323089
node6+16,1650355578.4958432,1650355580.834095,323089
node1+16,1650355578.5071657,1650355580.8494122,323089
node8+16,1650355578.5580018,1650355580.8596697,323089
node4+17,1650355578.558302,1650355580.869534,323089
node6+19,1650355578.6486616,1650355581.3890483,382280
node5+16,1650355578.6488872,1650355581.3968108,382280
node1+19,1650355578.6606674,1650355581.4047883,382280
node8+19,1650355578.7103,1650355581.4112525,382280
node4+20,1650355578.7112415,1650355581.4195015,382280
node3+20,1650355578.8560755,1650355581.4273434,382280
node4+23,1650355578.9071515,1650355581.4333172,382280
node7+21,1650355578.098013,1650355581.8597379,430288
node1+24,1650355578.9575307,1650355581.868202,430288
node8+25,1650355579.0601072,1650355581.878433,430288
node7+23,1650355578.1489239,1650355581.888966,430288
node2+26,1650355579.06055,1650355581.8988671,430288
node4+28,1650355579.1612272,1650355581.913534,431312
node1+30,1650355579.2653785,1650355581.927556,431312
node7+27,1650355578.2908406,1650355582.3968763,481119
node2+30,1650355579.267522,1650355582.4068496,481119
node4+30,1650355579.263536,1650355582.7203197,514240
node5+30,1650355579.3681242,1650355582.9346745,534624
node1+33,1650355579.4185593,1650355582.9438064,534624
node7+29,1650355578.3415594,1650355582.9509985,534624
node7+32,1650355578.392698,1650355583.012345,539776
node5+34,1650355579.5697532,1650355583.1736221,556419
node6+39,1650355579.6777303,1650355583.1806426,556419
node8+39,1650355579.780608,1650355583.1885996,556419
node6+41,1650355579.780376,1650355583.195544,556419
node4+39,1650355579.7189481,1650355583.2047868,556419
node1+42,1650355579.8804324,1650355583.2139423,556419
node8+41,1650355579.8822389,1650355583.2226062,556419
node2+41,1650355579.8321192,1650355583.2305043,556419
node4+40,1650355579.7694101,1650355583.2381902,556419
node3+40,1650355579.8824065,1650355583.2448611,556419
node1+43,1650355579.9894915,1650355583.2530785,556419
node7+39,1650355578.582466,1650355583.2631764,556419
node8+46,1650355580.1866238,1650355583.2709396,556419
node3+42,1650355579.9901392,1650355583.2777815,556419
node2+45,1650355580.1351433,1650355583.2848446,556419
node8+49,1650355580.365782,1650355583.2927442,556419
node1+47,1650355580.2366679,1650355583.3009448,556419
node8+51,1650355580.467666,1650355583.3088768,556419
node7+47,1650355578.9546254,1650355583.3180742,556419
node6+52,1650355580.541365,1650355583.3276436,556419
node2+51,1650355580.4667459,1650355583.338386,556419
node3+49,1650355580.4149616,1650355583.3492887,556419
node5+52,1650355580.695575,1650355583.3607087,556419
node8+57,1650355580.9232962,1650355583.373579,556419
node1+57,1650355580.8714397,1650355583.3884811,556419
node2+57,1650355580.8709733,1650355583.402264,556419
node7+54,1650355579.2669613,1650355583.4126427,556419
node4+58,1650355580.9231844,1650355583.4237187,556419
node6+59,1650355581.0236256,1650355583.433324,556419
node5+57,1650355581.0250807,1650355583.4447775,556419
node8+61,1650355581.1294641,1650355583.5684679,571812
node7+56,1650355579.3197494,1650355583.5854437,571812
node1+61,1650355581.0753655,1650355583.5989215,571812
node5+58,1650355581.0762968,1650355583.6109374,573480
node8+63,1650355581.230616,1650355583.7768602,589538
node4+61,1650355581.0788138,1650355583.7939856,589538
node7+58,1650355579.3708804,1650355583.805005,589538
node6+64,1650355581.2762942,1650355586.376074,876985
node4+62,1650355581.1291883,1650355586.3884277,876985
node8+65,1650355581.3318412,1650355586.3978589,876985
node7+60,1650355579.501323,1650355586.6172862,900568
node8+66,1650355581.4342148,1650355586.6275773,900568
node7+61,1650355579.5517921,1650355586.6387835,900568
node4+66,1650355581.3317585,1650355586.9026842,930061
node5+64,1650355581.3797653,1650355586.9119437,930061
node1+68,1650355581.4347272,1650355586.9199157,930061
node1+69,1650355581.4875581,1650355586.928545,930061
node4+68,1650355581.485423,1650355586.9355712,930061
node3+68,1650355581.5380688,1650355586.9442475,930061
node5+66,1650355581.4865441,1650355586.9554086,930061
node4+70,1650355581.5888343,1650355586.9654942,930061
node6+72,1650355581.694381,1650355586.9821277,930061
node8+76,1650355581.9819071,1650355586.98985,930061
node3+71,1650355581.694621,1650355586.999093,930061
